scientific_name,year_discovered,family_scientific_name
"Haemorhous Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Fringillidae')
"Passerella Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Passerellidae')
"Aimophila Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Passerellidae')
"Chrysomus Swainson, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Icteridae')
"Pipreola Swainson, 1838",1838,(SELECT scientific_name FROM families WHERE scientific_name = 'Cotingidae')
"Myadestes Swainson, 1838",1838,(SELECT scientific_name FROM families WHERE scientific_name = 'Turdidae')
"Neohierax Swann, 1922",1922,(SELECT scientific_name FROM families WHERE scientific_name = 'Falconidae')
"Pterorhinus Swinhoe, 1868",1868,(SELECT scientific_name FROM families WHERE scientific_name = 'Leiothrichidae')
"Culicicapa Swinhoe, 1871",1871,(SELECT scientific_name FROM families WHERE scientific_name = 'Stenostiridae')
"Staphida Swinhoe, 1871",1871,(SELECT scientific_name FROM families WHERE scientific_name = 'Zosteropidae')
"Urosphena Swinhoe, 1877",1877,(SELECT scientific_name FROM families WHERE scientific_name = 'Cettiidae')
"Liocichla Swinhoe, 1877",1877,(SELECT scientific_name FROM families WHERE scientific_name = 'Leiothrichidae')
"Lonchura Sykes, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Estrildidae')
"Pseudotriccus Taczanowski & Berlepsch, 1885",1885,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Urothraupis Taczanowski & Berlepsch, 1885",1885,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Doliornis Taczanowski, 1874",1874,(SELECT scientific_name FROM families WHERE scientific_name = 'Cotingidae')
"Microspingus Taczanowski, 1874",1874,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Cercomacroides Tello & Raposo, 2014",2014,(SELECT scientific_name FROM families WHERE scientific_name = 'Thamnophilidae')
"Polyplectron Temminck, 1807",1807,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Pauxi Temminck, 1813",1813,(SELECT scientific_name FROM families WHERE scientific_name = 'Cracidae')
"Lophophorus Temminck, 1813",1813,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Pterocles Temminck, 1815",1815,(SELECT scientific_name FROM families WHERE scientific_name = 'Pteroclidae')
"Pastor Temminck, 1815",1815,(SELECT scientific_name FROM families WHERE scientific_name = 'Sturnidae')
"Oxyruncus Temminck, 1820",1820,(SELECT scientific_name FROM families WHERE scientific_name = 'Tityridae')
"Climacteris Temminck, 1820",1820,(SELECT scientific_name FROM families WHERE scientific_name = 'Climacteridae')
"Orthonyx Temminck, 1820",1820,(SELECT scientific_name FROM families WHERE scientific_name = 'Orthonychidae')
"Criniger Temminck, 1820",1820,(SELECT scientific_name FROM families WHERE scientific_name = 'Pycnonotidae')
"Lamprotornis Temminck, 1820",1820,(SELECT scientific_name FROM families WHERE scientific_name = 'Sturnidae')
"Psittirostra Temminck, 1820",1820,(SELECT scientific_name FROM families WHERE scientific_name = 'Fringillidae')
"Drepanis Temminck, 1820",1820,(SELECT scientific_name FROM families WHERE scientific_name = 'Fringillidae')
"Hylophilus Temminck, 1822",1822,(SELECT scientific_name FROM families WHERE scientific_name = 'Vireonidae')
"Enicurus Temminck, 1822",1822,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Myophonus Temminck, 1822",1822,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Emberizoides Temminck, 1822",1822,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Picumnus Temminck, 1825",1825,(SELECT scientific_name FROM families WHERE scientific_name = 'Picidae')
"Ixos Temminck, 1825",1825,(SELECT scientific_name FROM families WHERE scientific_name = 'Pycnonotidae')
"Arachnothera Temminck, 1826",1826,(SELECT scientific_name FROM families WHERE scientific_name = 'Nectariniidae')
"Eupetes Temminck, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Eupetidae')
"Enodes Temminck, 1839",1839,(SELECT scientific_name FROM families WHERE scientific_name = 'Sturnidae')
"Tapera Thunberg, 1819",1819,(SELECT scientific_name FROM families WHERE scientific_name = 'Cuculidae')
"Megarynchus Thunberg, 1824",1824,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Microstilbon Todd, 1913",1913,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Myrmophylax Todd, 1927",1927,(SELECT scientific_name FROM families WHERE scientific_name = 'Thamnophilidae')
"Nesotriccus Townsend, CH, 1895",1895,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Zimmerius Traylor, 1977",1977,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Ampelion Tschudi, 1845",1845,(SELECT scientific_name FROM families WHERE scientific_name = 'Cotingidae')
"Pyrrhocorax Tunstall, 1771",1771,(SELECT scientific_name FROM families WHERE scientific_name = 'Corvidae')
"Dasycrotapha Tweeddale, 1878",1878,(SELECT scientific_name FROM families WHERE scientific_name = 'Zosteropidae')
"Oreornis van Oort, 1910",1910,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Rhynochetos Verreaux, J & des Murs, 1860",1860,(SELECT scientific_name FROM families WHERE scientific_name = 'Rhynochetidae')
"Ixonotus Verreaux, J & Verreaux, , 1851",1851,(SELECT scientific_name FROM families WHERE scientific_name = 'Pycnonotidae')
"Tricholaema Verreaux, J & Verreaux, , 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Lybiidae')
"Megabyas Verreaux, J & Verreaux, , 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Vangidae')
"Ampelioides Verreaux, J, 1867",1867,(SELECT scientific_name FROM families WHERE scientific_name = 'Cotingidae')
"Malimbus Vieillot, 1805",1805,(SELECT scientific_name FROM families WHERE scientific_name = 'Ploceidae')
"Vireo Vieillot, 1808",1808,(SELECT scientific_name FROM families WHERE scientific_name = 'Vireonidae')
"Bombycilla Vieillot, 1808",1808,(SELECT scientific_name FROM families WHERE scientific_name = 'Bombycillidae')
"Pinicola Vieillot, 1808",1808,(SELECT scientific_name FROM families WHERE scientific_name = 'Fringillidae')
"Icteria Vieillot, 1808",1808,(SELECT scientific_name FROM families WHERE scientific_name = 'Icteriidae')
"Piranga Vieillot, 1808",1808,(SELECT scientific_name FROM families WHERE scientific_name = 'Cardinalidae')
"Troglodytes Vieillot, 1809",1809,(SELECT scientific_name FROM families WHERE scientific_name = 'Troglodytidae')
"Coereba Vieillot, 1809",1809,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Dromaius Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Casuariidae')
"Odontophorus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Odontophoridae')
"Nyctibius Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Nyctibiidae')
"Coccyzus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Cuculidae')
"Treron Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Porzana Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Aramus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Aramidae')
"Pluvianus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Pluvianidae')
"Rostratula Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Rostratulidae')
"Eudyptes Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Spheniscidae')
"Morus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Sulidae')
"Circaetus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Harpia Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Spizaetus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Ictinia Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Leptosomus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Leptosomidae')
"Eurystomus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Coraciidae')
"Monasa Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Bucconidae')
"Capito Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Capitonidae')
"Daptrius Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Falconidae')
"Ibycter Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Falconidae')
"Pitta Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Pittidae')
"Furnarius Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Furnariidae')
"Thamnophilus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Thamnophilidae')
"Grallaria Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Grallariidae')
"Myrmothera Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Grallariidae')
"Conopophaga Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Conopophagidae')
"Tyrannulus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Alectrurus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Phibalura Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Cotingidae')
"Querula Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Cotingidae')
"Tityra Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Tityridae')
"Malurus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Maluridae')
"Philemon Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Melithreptus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Pardalotus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Pardalotidae')
"Laniarius Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Malaconotidae')
"Vanga Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Vangidae')
"Prionops Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Vangidae')
"Artamus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Artamidae')
"Cracticus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Artamidae')
"Aegithina Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Aegithinidae')
"Coracina Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Campephagidae')
"Campephaga Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Campephagidae')
"Falcunculus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Falcunculidae')
"Sphecotheres Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Oriolidae')
"Dicrurus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Dicruridae')
"Grallina Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Monarchidae')
"Crypsirina Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Corvidae')
"Astrapia Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Paradisaeidae')
"Parotia Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Paradisaeidae')
"Lophorina Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Paradisaeidae')
"Cicinnurus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Paradisaeidae')
"Dulus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Dulidae')
"Thryothorus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Troglodytidae')
"Acridotheres Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Sturnidae')
"Oenanthe Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Prunella Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Prunellidae')
"Arremon Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Passerellidae')
"Pipilo Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Passerellidae')
"Sturnella Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Icteridae')
"Agelaius Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Icteridae')
"Quiscalus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Icteridae')
"Mniotilta Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Parulidae')
"Passerina Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Cardinalidae')
"Nemosia Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Saltator Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Tachyphonus Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Lanio Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Cissopis Vieillot, 1816",1816,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Herpetotheres Vieillot, 1817",1817,(SELECT scientific_name FROM families WHERE scientific_name = 'Falconidae')
"Cacatua Vieillot, 1817",1817,(SELECT scientific_name FROM families WHERE scientific_name = 'Cacatuidae')
"Podargus Vieillot, 1818",1818,(SELECT scientific_name FROM families WHERE scientific_name = 'Podargidae')
"Elanoides Vieillot, 1818",1818,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Synallaxis Vieillot, 1818",1818,(SELECT scientific_name FROM families WHERE scientific_name = 'Furnariidae')
"Pithys Vieillot, 1818",1818,(SELECT scientific_name FROM families WHERE scientific_name = 'Thamnophilidae')
"Manorina Vieillot, 1818",1818,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Ramphocaenus Vieillot, 1819",1819,(SELECT scientific_name FROM families WHERE scientific_name = 'Polioptilidae')
"Tersina Vieillot, 1819",1819,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Ortyxelos Vieillot, 1825",1825,(SELECT scientific_name FROM families WHERE scientific_name = 'Turnicidae')
"Aegotheles Vigors & Horsfield, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Aegothelidae')
"Eudynamys Vigors & Horsfield, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Cuculidae')
"Myzomela Vigors & Horsfield, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Anthochaera Vigors & Horsfield, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Dasyornis Vigors & Horsfield, 1827",1827,(SELECT scientific_name FROM families WHERE scientific_name = 'Dasyornithidae')
