vernacularName	language	taxonID
Buffy Helmetcrest	en	98e2507fda09695792c417b28855d4ac
Blue-bearded Helmetcrest	en	cb85e047383d16c2460611012de21b77
White-bearded Helmetcrest	en	b942e64e51f97b7cad5a1bbb4d9027db
Green-bearded Helmetcrest	en	c460407a6445b9f218d134638ee54497
Bronze-tailed Thornbill	en	53d1b57e736613a0791042d29365a214
Rainbow-bearded Thornbill	en	02ecaf48d83c12431a27207532cd097b
Rufous-capped Thornbill	en	fa1122db9d1ed51db232e1995ebe4d40
Olivaceous Thornbill	en	1f0a2b49e9a1d6fab048cad8188ac242
Blue-mantled Thornbill	en	07eea528eb729ecc62196ca91d05dad0
Tyrian Metaltail	en	d12794d892a114e659fee9b603139ffa
Perija Metaltail	en	64dc7b2049b7e51a6d28a9d1b4378206
Viridian Metaltail	en	194c51dc5c6f36e354a3f3e87e017119
Violet-throated Metaltail	en	9ad0e8281acebf7eecdd3348d1ca07e3
Neblina Metaltail	en	767e157126f8be2f0ed4fe8b03bacdc9
Coppery Metaltail	en	b442b73a84cd9c787aaf234041e8d608
Fiery-throated Metaltail	en	e1ee2338d3b9245e012152c260d05bab
Scaled Metaltail	en	1ab7b5f13ad9ac76e0ed1d67389295d8
Black Metaltail	en	f665d1e780a2b85f7324f2bffd2e0237
Greenish Puffleg	en	91f932e6af2faf6831d9e0db54a02aa8
Buff-thighed Puffleg	en	5d4194327f872a351e752f5bc5cf0e61
Hoary Puffleg	en	1bf89033803f8ef438acc1acfec002e7
Black-breasted Puffleg	en	31c541ab3507708627de89898d2cb12b
Gorgeted Puffleg	en	808d120fcbc014b69eadb337ca6e74e1
Glowing Puffleg	en	38cab67599048cdb2297d247bcddd654
Black-thighed Puffleg	en	0ee24b4cdf20ba261506ff1a14b67a97
Turquoise-throated Puffleg	en	f971c42f46bedbb08adcd65355a9352c
Coppery-bellied Puffleg	en	acd77ff3d62c57d1510f503556fb122c
Sapphire-vented Puffleg	en	c78c7e2cab12a6420559019bd73e6a57
Golden-breasted Puffleg	en	e675c5a4aacb2e4e1c24dd86bb32f77e
Blue-capped Puffleg	en	ef98f0ecd9cba359b1f4636231e5f139
Colorful Puffleg	en	4ecf9f9d87a9bd47b26527962beaf8dc
Emerald-bellied Puffleg	en	cf85abce7656a3cff8f127ea3cb97576
Marvelous Spatuletail	en	587d39698cd0f08025c4eb14e06a501b
Shining Sunbeam	en	02572277d76af47c6ec37d2c6589840f
White-tufted Sunbeam	en	55ee2dc020838615069d9a12d0a68ace
Purple-backed Sunbeam	en	955637b3acd292aa654657d12df50c39
Black-hooded Sunbeam	en	4ee502993b88f959f84d48e8bafa0432
Bronzy Inca	en	a4296a357727a9df9ab29d30340ce32c
Brown Inca	en	ef2e1fefd1a5e4b8268d85eaf57bd77e
Black Inca	en	a482da6057feadf1b720435654fdfab5
Green Inca	en	fad4b84a7bd656457ac9cc2392e649a0
Collared Inca	en	ae68c2078f535549b2520f45c6fc9af1
Gould's Inca	en	81432b2f356de7d29079099fe680923b
Violet-throated Starfrontlet	en	a99fd050802cbce79afccd1edbc6b9e6
Rainbow Starfrontlet	en	023c2b7bd3653be4de581ab257a7ab46
White-tailed Starfrontlet	en	7a97807cb38fff187d14fe571584f1dc
Dusky Starfrontlet	en	f1ad8cf904d971c81a08ac87bafd4168
Buff-winged Starfrontlet	en	c5997923456208ed2979bcba64a27379
Perija Starfrontlet	en	d9f10a0ec99a2e9634f6246669808ebc
Golden-bellied Starfrontlet	en	1126c1d3d1c10122dc58a54aceb1c496
Golden-tailed Starfrontlet	en	c09854e8416b801c6e62e1e21ba8a0b5
Blue-throated Starfrontlet	en	b156cf566c13fffb749eaa5de61b080a
Mountain Velvetbreast	en	5ceabb578f49154db5d6d932c8f68f25
Sword-billed Hummingbird	en	35a68fdf5e3d5b247cf207c8f279dbcd
Great Sapphirewing	en	36164e223510d8d3a2737c0f04e81af3
Buff-tailed Coronet	en	d1998d101e32f4673aca6ac322b56430
Chestnut-breasted Coronet	en	9a3a75ce8c5a9916342e501ec54e5c9c
Velvet-purple Coronet	en	6de690ad9ed0e4e4b426d00c38fd0d40
White-booted Racket-tail	en	358957cc990ae73880f78618dcfc8412
Peruvian Racket-tail	en	c90c010b5b12c518264b48ab3dde769d
Rufous-booted Racket-tail	en	144e1387da4dc9ef2688a1c1cf58a9fa
Rufous-gaped Hillstar	en	f6a40d2fd5566b115764ba24d50e330e
Green-backed Hillstar	en	9f5c1a71389af6e2659d6867c4e1685b
Purple-bibbed Whitetip	en	5eded3172d4e3415a96a748ebd104bdf
Rufous-vented Whitetip	en	10112eb711d6c1068129703ff9581a1c
Velvet-browed Brilliant	en	2a8c45f6b4f3ce110deb54edf8ce8526
Pink-throated Brilliant	en	1e1b0b5719fa68452ddcacf6c0df7292
Rufous-webbed Brilliant	en	e4252cdd02eec166fcd33b40eb8ec630
Black-throated Brilliant	en	9debc010e39d3482bf6d276dbdb88993
Gould's Jewelfront	en	eadbe44f8226c9951ad91b67c4f34fd9
Fawn-breasted Brilliant	en	7c7ca7069af8bb6ec08ea1d9f6c62683
Green-crowned Brilliant	en	da2bacb4b60351e150a1af3398ace95c
Empress Brilliant	en	179fff44d184217713417bb05d2e1591
Violet-fronted Brilliant	en	e9ee8d947f3aaa112187c3c4c30a095d
Brazilian Ruby	en	18b558d9ea0cd1f14de2d92a326f7753
Giant Hummingbird	en	4c08d876c86802e4bbebace92510e079
Violet-chested Hummingbird	en	fbc3ba74baa62d46be2f056607570945
Scissor-tailed Hummingbird	en	dff88a5801c3c8490fa31123071d0cd6
Rivoli's Hummingbird	en	f0b6f3297ad7afcc701e24bbf2ada53e
Talamanca Hummingbird	en	75e729bc358c44db2df746194b731485
Fiery-throated Hummingbird	en	6d56720d9c0143aee12fae69993f06b7
Long-billed Starthroat	en	18380e6fd2028bab4c9793de54e429c9
Plain-capped Starthroat	en	a527d2b83e3fe700a63f4543fb662627
Stripe-breasted Starthroat	en	288acd127623819c6af0fe0b6ab5282b
Blue-tufted Starthroat	en	e33a7310de84463d8c16e36b3432c9da
White-bellied Mountaingem	en	cccfdc45cfbae512c0e1e38117f4e66a
Blue-throated Mountaingem	en	42ead5154687f4c357aabefeaf1957d7
Amethyst-throated Mountaingem	en	ed28797de5aaa3c7fd356a3bbee38284
Green-throated Mountaingem	en	aebfe357c84b1ed6198c599f24800283
Green-breasted Mountaingem	en	d474ebae62aa9ed8eabbbe062c36b344
Purple-throated Mountaingem	en	24b480b23317fb8fe649eadda7fa1b16
Grey-tailed Mountaingem	en	d195d717b9bb41a588c3a27486ad3372
White-throated Mountaingem	en	2ef8f276f2d6c958464b87d2fe1c2bf3
Garnet-throated Hummingbird	en	7022a194d760d130dc9a3d4df77b2e8a
Amethyst Woodstar	en	9f138d02dc2db2def42b75251425cdf2
Purple-collared Woodstar	en	1bebf813de3da280d0db964980a21295
Oasis Hummingbird	en	819c2724481e9948a7aede42d2068aa9
Short-tailed Woodstar	en	20119a463b58b8bd475bf4dde0b50c0e
Peruvian Sheartail	en	e393bc8bfbafd522c501c3daff88d9a3
Magenta-throated Woodstar	en	3a32976c6d6a620ea4461b1d5cf8e5a3
Purple-throated Woodstar	en	6286cd4b384a688d3e95078fa4886b6d
Chilean Woodstar	en	f101d933452331b29f3fd15d5ee75566
Slender-tailed Woodstar	en	ef3b92f7757b49c2aebc292e1bf5de64
White-bellied Woodstar	en	4da51bdf7c2cc893202d92d1e7945f52
Little Woodstar	en	8bd0a857450497938bec1d20a9bb3978
Gorgeted Woodstar	en	35a103a14605734304adef0581a1285d
Santa Marta Woodstar	en	bc9a8e0eed041ea78cdb4371298de5a0
Esmeraldas Woodstar	en	84a3841c6ca5ef17c87f41062219bf40
Rufous-shafted Woodstar	en	80241e50f88e0448702b9f0d97cd4630
Sparkling-tailed Woodstar	en	2a3280e04e3f79ef803426b609bf17ff
Slender Sheartail	en	0132c03851e65ee5451344bb47af6756
Mexican Sheartail	en	6be6b00704e5545b8afd1d2e8303ffa1
Lucifer Sheartail	en	3df9360ba9b58ba4e4e7ad4ae4545f0d
Beautiful Sheartail	en	e999de09f641b8b3d95c96467cc73c64
Black-chinned Hummingbird	en	55776f7bd46a2a3ffeac33f8393d8f48
Ruby-throated Hummingbird	en	15b35fd49f8aa3efa96f143f318bca49
Vervain Hummingbird	en	aa0ff601e4b9062dcc9dbee93ac055c5
Bee Hummingbird	en	b0077280231840870ca3f1d28888b9b3
Bahama Woodstar	en	b88479c6a1d2f50714209757627e9143
Inagua Woodstar	en	bc3e41b161bc3420466c8f05fe69c27f
Anna's Hummingbird	en	891dd5514d41ba756e5713267e3ac9dc
Costa's Hummingbird	en	aa80a95bdd83886d3a7e3c058c9ac274
Calliope Hummingbird	en	fa2d65f75a760500bfd0e63b9d9d1fae
Rufous Hummingbird	en	1d8108ded24609dfc3e2749150f03f5c
Allen's Hummingbird	en	7e7fcbe322d834394794e38508696027
Broad-tailed Hummingbird	en	e08163d3f26ee99ffab407bb80b44d0e
Bumblebee Hummingbird	en	235e6975f85c6f6a9d3291bcff3a744c
Wine-throated Hummingbird	en	7dcd330bfac4935b8bfa70e5059b29b8
Volcano Hummingbird	en	81092803171bb7319e3e31161fd3cb9b
Scintillant Hummingbird	en	7c0fccc3e0d4ac4388c4ae534e9aa3d1
Glow-throated Hummingbird	en	8d14e90b2fc4c23daeab3980b26cd970
Dusky Hummingbird	en	a96d73826ff8d36cdfc65c8724f242ca
Cuban Emerald	en	23f2e0edd65342b8215f50daa429f81b
Brace's Emerald	en	403de4caa160adc6f8455b1221b54fca
Hispaniolan Emerald	en	82f9b74de3c7415c85a2889e6d0744ac
Puerto Rican Emerald	en	35968786c5bd8e5c21fdb18e98ece12e
Blue-headed Hummingbird	en	4df2f19d6455e7ae07c8d20c71442ed0
Broad-billed Hummingbird	en	a3b8f0cb83accdf9a3d52ea89ad121dd
Tres Marias Hummingbird	en	b00a7ae3711739ce5126ef898fbea169
Turquoise-crowned Hummingbird	en	acec9d794f5ad8d0f79c9d28710b9a70
Golden-crowned Emerald	en	ee9cb97c941532334cc63a6a76447e90
Cozumel Emerald	en	e48c5973972f69b4bdadb64ee25d2699
Canivet's Emerald	en	eb48ebfcfae8615c6c4b64b7aa65156c
Garden Emerald	en	245411996e00eb7de7266d6cda6f9a4c
Western Emerald	en	fd3b0bc1bee4f50b0f7e4a7538817aa6
Red-billed Emerald	en	eacb97272bd43bc9c11e1c3a1797ea2c
Blue-tailed Emerald	en	4a5380920e72a8687a883205bc2c248d
Chiribiquete Emerald	en	58d8ebd568cc823a9ac7bce144434b03
Glittering-bellied Emerald	en	77fc2711cd53308f959598335b9d1d23
Coppery Emerald	en	8cb71983a3e419c12900cdc133842da6
Narrow-tailed Emerald	en	09bfff6d1d47c90baa3441c094a55f3d
Green-tailed Emerald	en	42b9fc4fe8c9bb96561520a85e1563a7
Short-tailed Emerald	en	2662e567dd367b4d1db1e8df3ff620a7
White-eared Hummingbird	en	04bb1ba9ec96256108c7995e10942a2f
Xantus's Hummingbird	en	956e189009085f7fc8bef557b0170295
Curve-winged Sabrewing	en	c761c835737986bb54c320e41d5c69d8
Wedge-tailed Sabrewing	en	e8bfab83ad196ca54cf5ad1b79fa13cd
Rufous Sabrewing	en	f6cf9dea35a4f33da2d7cb36ce7ad6e4
Emerald-chinned Hummingbird	en	60bc37ff7d70e840aa1c02fc5f3fa071
Violet-headed Hummingbird	en	bf8e4d7d2a552fbee362a88c7ee28e71
Antillean Crested Hummingbird	en	b2674c913192d3ed61fff59e5ee7f331
Santa Marta Blossomcrown	en	70ee2f3b3e2ec6bfff3c2bfb29615e68
Tolima Blossomcrown	en	43a2525fff9aca9c68c495d9e8ae5c25
Green-crowned Plovercrest	en	ab9e1f3a78f698bb5eed8aaf38693aae
Purple-crowned Plovercrest	en	8dc73b481c2b6d80bd5df138e4caa188
Grey-breasted Sabrewing	en	913f7902c325cebe0a824ea9219a5898
Outcrop Sabrewing	en	b6455ec238276a62510eefca1da02291
Diamantina Sabrewing	en	713bc7f4633448afb62cb6ea537058c2
Rufous-breasted Sabrewing	en	90f3b567c205788f2a286d92bda66c81
White-tailed Sabrewing	en	5af14df58115f9d401d2d6b150800581
Lazuline Sabrewing	en	77955c676bf7a0347ecc9540d5dee048
Santa Marta Sabrewing	en	cda5fef7a50d927836fa0306a6d28ae1
Violet Sabrewing	en	054cedbaeedc20f10c461699fccdd899
Buff-breasted Sabrewing	en	6778e314a52a071f5a974137007768b9
Napo Sabrewing	en	fc4a7767e1619b1242f22dd4d38a352e
Bronze-tailed Plumeleteer	en	e1ed8270753803f1ea8887486504a6a0
White-vented Plumeleteer	en	643dc7856978aa419cee17e7f8045f05
Crowned Woodnymph	en	76204e713d6fbcab58c5290b7032c0fa
Fork-tailed Woodnymph	en	90fbb657c6efdaa273d63f9249ef95eb
Long-tailed Woodnymph	en	fdaac6c352f00e0db3caafa6b2ab7654
Violet-capped Woodnymph	en	5322aa13f1a43c5ede86dc58097cb990
Snowcap	en	6ce9bfc6b192bb53e9b40412ed668684
Coppery-headed Emerald	en	b70b97cdca98cb2723d961c44bdd7cf9
White-tailed Emerald	en	8f4028a8ded16ca58ac1c994fe070968
Violet-capped Hummingbird	en	9bb26525035dc84f6d3af8931c9ed99d
Pirre Hummingbird	en	ff72e9cd70e9c3a83a81d6a23d5de803
Mexican Woodnymph	en	410cfec173622a7c5a062edba590b5ac
White-tailed Hummingbird	en	6314ce5539955ee438b110217a2c493d
Oaxaca Hummingbird	en	7795b391a5bf84a3d45bac3f1aeb869c
Stripe-tailed Hummingbird	en	b78af3da2b787964ad5dfdd53e583069
Black-bellied Hummingbird	en	1f294c450ac1c0cb060afe5c65e0a55d
Scaly-breasted Hummingbird	en	7f2ab0f49c00fdeabcd03bb3bcc95183
Buffy Hummingbird	en	9f95f4904180d84d76532d47d21ed2b1
Tumbes Hummingbird	en	8b7a426158a53fb8ade23d2fe805698f
Spot-throated Hummingbird	en	1f1ad7fce06cd9d533a4859a3f901213
Many-spotted Hummingbird	en	50aa5b461583c030e4c10c79750e9a3b
Swallow-tailed Hummingbird	en	717a7dab1831deff07ca1fefce61dd05
Sombre Hummingbird	en	300598cf41d13c53cf53af4830ba926f
Olive-spotted Hummingbird	en	28c41e6e695ae8ddc3c15c3d94706b9b
Red-billed Streamertail	en	7fcb1998ebeb072d473611215d611f98
Black-billed Streamertail	en	cdc7a30a9c7fb27ae71bc6c7216e457d
Violet-crowned Hummingbird	en	0bab37e7a249cf3036afd0717895cd7c
Green-fronted Hummingbird	en	d066bed468e49b9186086849bce12890
Cinnamon-sided Hummingbird	en	5100b01990264de24970acab7c55ffef
Azure-crowned Hummingbird	en	251c18912e3c7c942d8f6425ff1c89c3
Blue-vented Hummingbird	en	f0ce875d2c5b88f3e7debb48a1524d20
Berylline Hummingbird	en	0490945cf3d8ca0cb3ae59e06c20c082
Blue-tailed Hummingbird	en	e9347f619a55081712b214322e737f5d
Snowy-bellied Hummingbird	en	e7471ae6cabe97e27d1e78c2262b1f81
Steely-vented Hummingbird	en	bf2d5d9c9bc44222f8f015b2040e5da7
Indigo-capped Hummingbird	en	c1685f5a8bae3916ffd74ade8e00b890
Chestnut-bellied Hummingbird	en	89f2163f8665c5f8325b2f46aebb170e
Green-bellied Hummingbird	en	20199cf1e68cb9f12f701aebdb1b6c8a
Copper-tailed Hummingbird	en	cc87d1e226f5df57920054d1c63d3b7b
Copper-rumped Hummingbird	en	372548d97055085ad8d2bdee52ae6a13
Cinnamon Hummingbird	en	914ff3512ddbd82732d920da91009554
Buff-bellied Hummingbird	en	7296b09c4808eda3180933fdc47b7c12
Rufous-tailed Hummingbird	en	ff74c159b5643f6224c784135c735b33
Honduran Emerald	en	90fb68eea51c49dfc1ae49e146b78b6d
Mangrove Hummingbird	en	6a2163a7d16e53ab2caec1290c13e276
Amazilia Hummingbird	en	d04b75a7f170011765d074e60b0844b4
Andean Emerald	en	9a3232beed326d8d8ebeb3762984df08
Shining-green Hummingbird	en	5c0778656e1ee23475a70954c5dbfdf1
Golden-tailed Sapphire	en	54f4888700aafe5a988290455b970cd6
Versicolored Emerald	en	33609ca817294557093581b00acf9c7c
Sapphire-throated Hummingbird	en	592dcfba691b1a6a6f1b74a4a8b2f4be
Sapphire-bellied Hummingbird	en	7682502a40e90fdf2a4f778e64b80c67
Humboldt's Sapphire	en	6af4d1efd13424a1d515378c6bb7ce90
Blue-headed Sapphire	en	cfcf401ae395572d530701f2bc46c92f
White-chested Emerald	en	f82b03873ab8b436b814f20d14b3b52b
Plain-bellied Emerald	en	72d1484d9e319082b1b868005b4110de
White-throated Hummingbird	en	61acd25c9232f7e3df4c47051cdd3011
Glittering-throated Emerald	en	2c9f10aebe5ead22ae38c72652451ce6
Sapphire-spangled Emerald	en	253d7395cceee411db7dddce81dafccc
Rufous-throated Sapphire	en	228a41f3946d6ef3924b2d24b3b63e7f
Gilded Sapphire	en	f5b20a0ffe590bfb5b1e9bce821a6c5e
White-bellied Hummingbird	en	a6a9b051c1b012d4546ebf936a2e4b55
Green-and-white Hummingbird	en	80def984213db4879e19be0239be610a
Blue-chested Hummingbird	en	e5fe700e94effc73f91da3578f486797
Charming Hummingbird	en	086d1c82f3374fdd3863f57590e6ec11
Purple-chested Hummingbird	en	3ceafd55fb5af927d2e6d8dbc243786f
White-bellied Emerald	en	3724390bd29fa5ab1afdd98bca414fe9
Blue-throated Sapphire	en	0ed2f96be639a2d0304bc2076bbe299d
White-chinned Sapphire	en	d2ca492fbf96d964d0d86af2f23ee2af
Violet-bellied Hummingbird	en	3ca8f9f6918c94edcf7ecaa4ffdefa44
Blue-chinned Sapphire	en	6a9903521799076bdc42179f38775aff
Turacos	en	15cd4ec479610eb7e65e61a776867b3c
Great Blue Turaco	en	a0e33b4cc84c60a759ed200db7dcedef
Bare-faced Go-away-bird	en	ff1725a85f49c7de9b9e3acd2be6ed22
Grey Go-away-bird	en	23c60483dc8f0a52258094e712e34631
White-bellied Go-away-bird	en	a20ea6a3739849bc076ba9c59a59e014
Western Plantain-eater	en	6d4b912f66e66e4067e1666d95855d7e
Eastern Plantain-eater	en	ecff54ccc1e8c9529a47f7922fa13486
Purple-crested Turaco	en	4ef67d02a6c94b80350554b73235f10c
Rwenzori Turaco	en	1b8b76ea1e1068b3772bf28f1583ccc7
Ruspoli's Turaco	en	b79f66743284918712dea5352fa0103b
White-cheeked Turaco	en	7ae6ad8bd89d01ac3862c10d111835fd
Violet Turaco	en	e0113b01c84e24a2984d2e73bb1a344a
Ross's Turaco	en	d64ad5bf64e031ecf4e15b902cf3654e
Yellow-billed Turaco	en	b158485724ff68e74f500345581ed3b3
Bannerman's Turaco	en	9b2eae06e8055c9ecc4a8556c5e93e82
White-crested Turaco	en	435c1f0713ef397b5e7c64d44dc79251
Red-crested Turaco	en	e6a96671b0ff856f4bfc609038f55508
Guinea Turaco	en	435066524bf197319a4e80e6e196732f
Livingstone's Turaco	en	51f25bae0359e754f71af149069d9a75
Schalow's Turaco	en	a07b56e60abb705c94854b5d4696ce70
Knysna Turaco	en	69a99cb690b58b85f2b26fd62847a3c4
Black-billed Turaco	en	70405f2cd693e4687b148c748190e941
Fischer's Turaco	en	f5ea36a8fe75cb85d42dfe38baf55d76
Hartlaub's Turaco	en	9d3405e063904903e1c1562c57a9b1a3
Bustards	en	61dd7913de6d3b0ad6ac4f75cbeb854d
Great Bustard	en	ab564e6e888ff625323488d5146733d9
Arabian Bustard	en	d6bb870019b1c53ef266b035f06dc35f
Kori Bustard	en	9c0a36b7e68448b8fc90b5ccf2e27ab7
Great Indian Bustard	en	3c5b646b3c68704e7e2f64d677056b5f
Australian Bustard	en	ebbf93a90eb0d5c778cb53d09105b47e
Houbara Bustard	en	07b2c219c124e912089a3414b0149ce4
Macqueen's Bustard	en	fc0d23e9ce913c9b462f9b518226c24b
Ludwig's Bustard	en	d1acd7cd6332098f4692c6daa27e5e4c
Denham's Bustard	en	af1d0c4b29d6faf8d42595449beed0dd
Heuglin's Bustard	en	df8542606ee8151321cbaa6aedca0db8
Nubian Bustard	en	b07a5b38736325bc6d672585a129577d
White-bellied Bustard	en	479bd40deca5021142d364348baf02b7
Blue Korhaan	en	3c50cfba2f7f81f251160e6290fc1fce
Karoo Korhaan	en	4b0a1113381c61c10ba72d2d3fd4ec5c
Rüppell's Korhaan	en	069696840bb19b2e2831af9b65af0266
Little Brown Bustard	en	b4d7c12b1ae89b2b916511ad57d7c487
Savile's Bustard	en	cf5b924fc62f82176a21e993720c51dc
Buff-crested Bustard	en	ea89f5a00c28e3d1c642cc93abb096b3
Red-crested Korhaan	en	bc11ee99e5fc2a4edde4bdc0b10f1c71
Southern Black Korhaan	en	0f050f68f468f0a3a857c1bb21993eca
Northern Black Korhaan	en	8bbe027b7a0c317a9cc2e581051f1535
Black-bellied Bustard	en	24a84ed2a590a17ef686e35df594abc8
Hartlaub's Bustard	en	9c2376ce494043dfd55e76a6548eff8e
Bengal Florican	en	a9edfcef99f8a5378d8c2b26549e33c0
Lesser Florican	en	fde77892fd6c2d89f601bc58aed2917d
Little Bustard	en	788301547cbf95e083e08b4484198080
Cuckoos	en	271e13cc64b82f30d67283d86b28aad1
Guira Cuckoo	en	ae88369395643eb7b2fef9987e0664d6
Greater Ani	en	4380ad391258fcf20f5f57ef7daefb8e
Smooth-billed Ani	en	ef992bf04c7b01c48bd93c8e0ea272a3
Groove-billed Ani	en	ef9e60116c6c32147bcd57b86b972ede
Striped Cuckoo	en	fc2e86988da260dd1e62aed3d4004c6f
Pheasant Cuckoo	en	0f46ce448148efc5fb0be44a0dabf007
Pavonine Cuckoo	en	76b6ef3be73052b5a795dca6a8baf857
Lesser Ground Cuckoo	en	f2b963b9db8603169acff0169952c7b3
Greater Roadrunner	en	90b228cae6e5e42bb20c8c50b6e1300f
Lesser Roadrunner	en	3b3f179b59a7961946608702a35277a0
Rufous-vented Ground Cuckoo	en	eb41a3df46c4c9f6390991fffb085db4
Scaled Ground Cuckoo	en	e7b5f45ba72ec3c90758894fc6fe1cd8
Banded Ground Cuckoo	en	75e9595a1334daa798071d7a0f4c562b
Rufous-winged Ground Cuckoo	en	13acee72ecd9e277e3b909da979e6a08
Red-billed Ground Cuckoo	en	9a24db58f8485bed46c4de1e4b128b73
Buff-headed Coucal	en	4da39a3aa3c011008fc68e28bedc926d
White-necked Coucal	en	58c6a586134d7531df5cbd6c78640c1d
Ivory-billed Coucal	en	d448db5cb1dfb0172c791e890385d959
Biak Coucal	en	e2273fbfd18858b4282c43a787142a84
Rufous Coucal	en	929e9b7afaf0d6155daa70898607dc7f
Green-billed Coucal	en	9c6c16309be74e186eebaa56c5cce241
Black-faced Coucal	en	d8bf2de6b70fa37b53f9275789b744c4
Black-hooded Coucal	en	bb57ff2d375e681b3c5fad8dddd7b5e1
Short-toed Coucal	en	42385a873bb963b4b135528aaa56fc7d
Bay Coucal	en	70615d9519c455918f53e2f334a67f34
Gabon Coucal	en	9d1592c652d584f7d2627597a6c59725
Black-throated Coucal	en	4567a4a105ca9953bbb3c763c7cf81c4
Senegal Coucal	en	4c26c0106eb94907937afd729e76638b
Blue-headed Coucal	en	65c79ebf1193e6c0be49bf5a52284919
Coppery-tailed Coucal	en	b3924f15e37aca92cc1575d5e2d177df
White-browed Coucal	en	622427a03bc3639c204fc17be7835989
Burchell's Coucal	en	9279fceadddc96c1fdd33fc27f292e23
Sunda Coucal	en	8d256116b87ea6456f64a87ff1fbe329
Greater Coucal	en	06cb434702de7525ac142b12725bfa5f
Malagasy Coucal	en	add56881d76508617b7de4a8919ebcbe
Goliath Coucal	en	391771f002f24ee29a0b1fde5bd8decf
Black Coucal	en	073a9c8af3d151023327df042322ad2e
Philippine Coucal	en	fc14231108cc72ef9b5199345c4c3da9
Lesser Coucal	en	a91fd687b29d25cc62621f72b853a7de
Violaceous Coucal	en	cf6a1612f70a6b7a619c372690e886ec
Black-billed Coucal	en	f373e962b683984642a7a33b928cb1c8
Kai Coucal	en	ac4f231232b663940b48846c469cad22
Pheasant Coucal	en	7eee130e3777413a5933f83b0b9a97f2
Andaman Coucal	en	812a9b126e7a140579b00ab71489c21d
Bornean Ground Cuckoo	en	6d27a54b30dc118c37424e764386a25a
Sumatran Ground Cuckoo	en	309f2420631df51b45a5b5c599c87caa
Coral-billed Ground Cuckoo	en	c0bb8bfd83e91245d3cac7987f24542c
Snail-eating Coua	en	63c86bdc0c6064f41947a650ce29bf9b
Crested Coua	en	ec45d17c8743d1ae83fe89b1fc052b9b
Verreaux's Coua	en	6eb2aae860d260c24b877c9637f603ec
Blue Coua	en	f74224740c8226bc69bd04b04b96ffe0
Red-capped Coua	en	fb6933be9476a68c9774d6e03c2b2395
Red-fronted Coua	en	9783536e76874ef0314aa776e8063c89
Coquerel's Coua	en	c224ff948819efca245ecdd66738de3e
Running Coua	en	50d5ce4b2e5478cc6ac2f0f1345044da
Giant Coua	en	26fe0a51b79d9fde7816b155d36d8003
Red-breasted Coua	en	58f36f6814f6299f0e7c27a4f8cff340
Raffles's Malkoha	en	888f3e89cf5a24b52a3026ddafccc190
Blue Malkoha	en	0dc73aad8d7ab5a2930a019ae763efb3
Green Malkoha	en	e92f4f42001821e051df30f6fac015ed
Sirkeer Malkoha	en	b6e42429e632416126c512e678bb8c3e
Red-billed Malkoha	en	14e406cc4ac72ec6a02ca0e25f52b0ec
Yellow-billed Malkoha	en	8ddf42b1101215a757ed3f4a1810931b
Chestnut-breasted Malkoha	en	f733644c178277d3e58cd414401d12fb
Red-faced Malkoha	en	a5f2a91e47c699f274ea2ca7f09582ef
Chestnut-bellied Malkoha	en	22febfa76e29fbabe92fd86a15c488b0
Blue-faced Malkoha	en	e48a1bd5e3de4d5a4c49b209c2e1cbf8
Black-bellied Malkoha	en	ca108553280286ee73a637e6e150686c
Green-billed Malkoha	en	a4df3c2d3296b13088f50c6b0c3ad725
Rough-crested Malkoha	en	1a8246109ac1a0d176cca5c9f4b541e7
Scale-feathered Malkoha	en	18c4f9215aed4d730073b23f7923c396
Chestnut-winged Cuckoo	en	51f37453d067bb307e5af713d9b0241f
Great Spotted Cuckoo	en	03040ab0fa57969728f12d42a2ef09ef
Levaillant's Cuckoo	en	81823f8ae0b76822ea4c886f50249d30
Jacobin Cuckoo	en	67024383f28430f49aa930704a7a3ddb
Little Cuckoo	en	7876690cece73e9c041f7ab712258736
Dwarf Cuckoo	en	e829595d829fd659dca0fe25d8f27bf8
Ash-colored Cuckoo	en	a4e5e817af2759b0b774f84673846628
Squirrel Cuckoo	en	046cca6c2a211000a086ffe02097bdf5
Black-bellied Cuckoo	en	95b4564db2a9a2c731b24b0baf4ab80c
Dark-billed Cuckoo	en	c724bc9e6a7cdc059f2cf17204580169
Yellow-billed Cuckoo	en	82f50d90148efb135f4339555412799b
Pearly-breasted Cuckoo	en	a3c7a3270e36f50fd00dc1ca391e9c13
Mangrove Cuckoo	en	4a395cc364a78474f2c4a5c528bfbee2
Cocos Cuckoo	en	b435a0e5e9d2d3581f43fcc5fa2417db
Black-billed Cuckoo	en	ec253e24ac47e187cbb9c14d6cf644ef
Grey-capped Cuckoo	en	6d3beb9fd540d5046d2f97e8ff8260ec
Chestnut-bellied Cuckoo	en	89e17a9482fac7872fdd93457f282e80
Bay-breasted Cuckoo	en	a03b289524eb9d0265122ad71315c3b0
Jamaican Lizard Cuckoo	en	88daaeb2b980604048bae29b486037a2
Great Lizard Cuckoo	en	66daff71ec09f9cfd77488f91a2ca2e9
Puerto Rican Lizard Cuckoo	en	8bcb31077c6471f7b7fa17c17724b227
Hispaniolan Lizard Cuckoo	en	a7eca71c23c4e79f71f3c5f3d50d3abf
Thick-billed Cuckoo	en	3d8f71c09db1a23ff54740b646c43bd0
